Bug,Releases Slept,Project
IVY-514,0,IVY
IVY-696,0,IVY
IVY-931,0,IVY
IVY-924,0,IVY
IVY-752,0,IVY
IVY-751,0,IVY
IVY-1206,0,IVY
IVY-926,3,IVY
IVY-297,2,IVY
IVY-920,1,IVY
IVY-923,3,IVY
IVY-1120,0,IVY
IVY-1041,5,IVY
IVY-1282,4,IVY
IVY-928,3,IVY
IVY-1128,0,IVY
IVY-1498,15,IVY
IVY-681,0,IVY
IVY-105,2,IVY
IVY-995,2,IVY
IVY-1495,0,IVY
IVY-440,2,IVY
IVY-755,1,IVY
IVY-1212,0,IVY
IVY-1457,11,IVY
IVY-1118,0,IVY
IVY-1123,8,IVY
IVY-1356,0,IVY
IVY-1357,0,IVY
IVY-1111,0,IVY
IVY-726,1,IVY
IVY-1424,13,IVY
IVY-1058,0,IVY
IVY-1423,13,IVY
IVY-1420,1,IVY
IVY-1052,4,IVY
IVY-639,0,IVY
IVY-1412,13,IVY
IVY-633,2,IVY
IVY-637,1,IVY
IVY-708,0,IVY
IVY-437,2,IVY
IVY-1438,2,IVY
IVY-731,2,IVY
IVY-736,6,IVY
IVY-1102,7,IVY
IVY-1069,0,IVY
IVY-743,0,IVY
IVY-1060,5,IVY
IVY-232,2,IVY
IVY-825,2,IVY
IVY-949,0,IVY
IVY-948,1,IVY
IVY-929,0,IVY
IVY-1272,0,IVY
IVY-1376,0,IVY
IVY-1448,1,IVY
IVY-1444,1,IVY
IVY-541,2,IVY
IVY-1378,9,IVY
IVY-814,0,IVY
IVY-816,0,IVY
IVY-1526,12,IVY
IVY-389,1,IVY
IVY-956,4,IVY
IVY-950,0,IVY
IVY-951,3,IVY
IVY-952,1,IVY
IVY-578,2,IVY
IVY-716,2,IVY
IVY-717,1,IVY
IVY-1362,0,IVY
IVY-1083,0,IVY
IVY-1454,13,IVY
IVY-886,0,IVY
IVY-884,0,IVY
IVY-1006,5,IVY
IVY-1007,2,IVY
IVY-1165,0,IVY
IVY-961,3,IVY
IVY-968,3,IVY
IVY-787,2,IVY
IVY-780,0,IVY
OPENJPA-719,1,OPENJPA
OPENJPA-2257,11,OPENJPA
OPENJPA-715,4,OPENJPA
OPENJPA-714,4,OPENJPA
OPENJPA-489,1,OPENJPA
OPENJPA-2094,17,OPENJPA
OPENJPA-485,5,OPENJPA
OPENJPA-484,0,OPENJPA
OPENJPA-1809,1,OPENJPA
OPENJPA-1800,1,OPENJPA
OPENJPA-1201,1,OPENJPA
OPENJPA-2596,0,OPENJPA
OPENJPA-396,0,OPENJPA
OPENJPA-395,0,OPENJPA
OPENJPA-1380,0,OPENJPA
OPENJPA-547,3,OPENJPA
OPENJPA-1383,0,OPENJPA
OPENJPA-542,2,OPENJPA
OPENJPA-543,2,OPENJPA
OPENJPA-1386,0,OPENJPA
OPENJPA-1387,5,OPENJPA
OPENJPA-1388,2,OPENJPA
OPENJPA-625,0,OPENJPA
OPENJPA-622,0,OPENJPA
OPENJPA-2626,0,OPENJPA
OPENJPA-1939,6,OPENJPA
OPENJPA-973,7,OPENJPA
OPENJPA-1477,1,OPENJPA
OPENJPA-1379,0,OPENJPA
OPENJPA-1375,0,OPENJPA
OPENJPA-1377,0,OPENJPA
OPENJPA-1376,8,OPENJPA
OPENJPA-1371,0,OPENJPA
OPENJPA-1370,0,OPENJPA
OPENJPA-304,0,OPENJPA
OPENJPA-303,0,OPENJPA
OPENJPA-1458,1,OPENJPA
OPENJPA-439,2,OPENJPA
OPENJPA-1550,12,OPENJPA
OPENJPA-1496,0,OPENJPA
OPENJPA-437,1,OPENJPA
OPENJPA-533,3,OPENJPA
OPENJPA-24,1,OPENJPA
OPENJPA-287,0,OPENJPA
OPENJPA-281,0,OPENJPA
OPENJPA-282,1,OPENJPA
OPENJPA-1988,3,OPENJPA
OPENJPA-2132,2,OPENJPA
OPENJPA-2133,0,OPENJPA
OPENJPA-2131,0,OPENJPA
OPENJPA-1986,6,OPENJPA
OPENJPA-51,3,OPENJPA
OPENJPA-1599,3,OPENJPA
OPENJPA-993,2,OPENJPA
OPENJPA-2525,0,OPENJPA
OPENJPA-1725,6,OPENJPA
OPENJPA-2357,0,OPENJPA
OPENJPA-2355,19,OPENJPA
OPENJPA-750,2,OPENJPA
OPENJPA-2055,1,OPENJPA
OPENJPA-2056,3,OPENJPA
OPENJPA-368,1,OPENJPA
OPENJPA-1794,7,OPENJPA
OPENJPA-1657,8,OPENJPA
OPENJPA-1097,5,OPENJPA
OPENJPA-1120,3,OPENJPA
OPENJPA-1121,3,OPENJPA
OPENJPA-1308,2,OPENJPA
OPENJPA-2557,0,OPENJPA
OPENJPA-1294,4,OPENJPA
OPENJPA-2221,4,OPENJPA
OPENJPA-2227,4,OPENJPA
OPENJPA-1870,3,OPENJPA
OPENJPA-375,0,OPENJPA
OPENJPA-1979,13,OPENJPA
OPENJPA-379,1,OPENJPA
OPENJPA-378,0,OPENJPA
OPENJPA-1975,0,OPENJPA
OPENJPA-1873,3,OPENJPA
OPENJPA-933,1,OPENJPA
OPENJPA-932,1,OPENJPA
OPENJPA-2705,9,OPENJPA
OPENJPA-1578,2,OPENJPA
OPENJPA-1234,1,OPENJPA
OPENJPA-335,0,OPENJPA
OPENJPA-579,0,OPENJPA
OPENJPA-573,0,OPENJPA
OPENJPA-339,1,OPENJPA
OPENJPA-674,5,OPENJPA
OPENJPA-677,1,OPENJPA
OPENJPA-678,1,OPENJPA
OPENJPA-679,5,OPENJPA
OPENJPA-2174,1,OPENJPA
OPENJPA-1584,5,OPENJPA
OPENJPA-1583,10,OPENJPA
OPENJPA-1580,0,OPENJPA
OPENJPA-1581,3,OPENJPA
OPENJPA-1424,0,OPENJPA
OPENJPA-1588,2,OPENJPA
OPENJPA-278,0,OPENJPA
OPENJPA-274,0,OPENJPA
OPENJPA-272,0,OPENJPA
OPENJPA-1568,11,OPENJPA
OPENJPA-1569,2,OPENJPA
OPENJPA-1565,11,OPENJPA
OPENJPA-1562,5,OPENJPA
OPENJPA-2011,0,OPENJPA
OPENJPA-2010,0,OPENJPA
OPENJPA-401,1,OPENJPA
OPENJPA-2018,5,OPENJPA
OPENJPA-1163,7,OPENJPA
OPENJPA-1695,9,OPENJPA
OPENJPA-1168,2,OPENJPA
OPENJPA-1515,0,OPENJPA
OPENJPA-2517,5,OPENJPA
OPENJPA-2260,1,OPENJPA
OPENJPA-2304,11,OPENJPA
OPENJPA-2300,6,OPENJPA
OPENJPA-2065,0,OPENJPA
OPENJPA-2066,13,OPENJPA
OPENJPA-497,2,OPENJPA
OPENJPA-1768,2,OPENJPA
OPENJPA-1830,1,OPENJPA
OPENJPA-1831,1,OPENJPA
OPENJPA-518,0,OPENJPA
OPENJPA-2423,4,OPENJPA
OPENJPA-470,2,OPENJPA
OPENJPA-2318,3,OPENJPA
OPENJPA-1392,0,OPENJPA
OPENJPA-1391,0,OPENJPA
OPENJPA-1390,0,OPENJPA
OPENJPA-1397,0,OPENJPA
OPENJPA-1396,0,OPENJPA
OPENJPA-2124,3,OPENJPA
OPENJPA-630,1,OPENJPA
OPENJPA-1901,3,OPENJPA
OPENJPA-9,3,OPENJPA
OPENJPA-1461,1,OPENJPA
OPENJPA-1460,2,OPENJPA
OPENJPA-1993,16,OPENJPA
OPENJPA-1467,3,OPENJPA
OPENJPA-1302,3,OPENJPA
OPENJPA-331,2,OPENJPA
OPENJPA-2288,1,OPENJPA
OPENJPA-2284,3,OPENJPA
OPENJPA-2286,3,OPENJPA
OPENJPA-2287,3,OPENJPA
OPENJPA-1524,1,OPENJPA
OPENJPA-231,4,OPENJPA
OPENJPA-1486,0,OPENJPA
OPENJPA-1483,0,OPENJPA
OPENJPA-1482,2,OPENJPA
OPENJPA-525,6,OPENJPA
OPENJPA-526,12,OPENJPA
OPENJPA-295,0,OPENJPA
OPENJPA-528,3,OPENJPA
OPENJPA-1995,16,OPENJPA
OPENJPA-1994,8,OPENJPA
OPENJPA-2646,0,OPENJPA
OPENJPA-628,1,OPENJPA
OPENJPA-1002,3,OPENJPA
OPENJPA-1410,3,OPENJPA
OPENJPA-1413,0,OPENJPA
OPENJPA-1630,2,OPENJPA
OPENJPA-1631,2,OPENJPA
OPENJPA-2341,5,OPENJPA
OPENJPA-2343,1,OPENJPA
OPENJPA-740,5,OPENJPA
OPENJPA-1702,7,OPENJPA
OPENJPA-2022,5,OPENJPA
OPENJPA-845,2,OPENJPA
OPENJPA-594,0,OPENJPA
OPENJPA-597,0,OPENJPA
OPENJPA-590,3,OPENJPA
OPENJPA-1648,5,OPENJPA
OPENJPA-1641,4,OPENJPA
OPENJPA-1644,5,OPENJPA
OPENJPA-1646,3,OPENJPA
OPENJPA-2463,6,OPENJPA
OPENJPA-2467,0,OPENJPA
OPENJPA-2547,0,OPENJPA
OPENJPA-2233,6,OPENJPA
OPENJPA-2335,16,OPENJPA
OPENJPA-2336,19,OPENJPA
OPENJPA-2330,0,OPENJPA
OPENJPA-540,2,OPENJPA
OPENJPA-1944,6,OPENJPA
OPENJPA-1943,0,OPENJPA
OPENJPA-1226,7,OPENJPA
OPENJPA-565,0,OPENJPA
OPENJPA-567,0,OPENJPA
OPENJPA-645,0,OPENJPA
OPENJPA-647,0,OPENJPA
OPENJPA-392,1,OPENJPA
OPENJPA-2163,2,OPENJPA
OPENJPA-2600,0,OPENJPA
OPENJPA-2601,1,OPENJPA
OPENJPA-2605,2,OPENJPA
OPENJPA-1597,12,OPENJPA
OPENJPA-1596,3,OPENJPA
OPENJPA-28,5,OPENJPA
OPENJPA-859,0,OPENJPA
OPENJPA-1452,0,OPENJPA
OPENJPA-241,4,OPENJPA
OPENJPA-369,0,OPENJPA
OPENJPA-245,4,OPENJPA
OPENJPA-1352,0,OPENJPA
OPENJPA-1351,0,OPENJPA
OPENJPA-248,0,OPENJPA
OPENJPA-360,0,OPENJPA
OPENJPA-361,0,OPENJPA
OPENJPA-366,0,OPENJPA
OPENJPA-367,0,OPENJPA
OPENJPA-1670,3,OPENJPA
OPENJPA-1678,9,OPENJPA
OPENJPA-1814,5,OPENJPA
OPENJPA-1575,11,OPENJPA
OPENJPA-1573,3,OPENJPA
OPENJPA-1570,3,OPENJPA
OPENJPA-410,0,OPENJPA
OPENJPA-143,0,OPENJPA
OPENJPA-1491,1,OPENJPA
OPENJPA-413,0,OPENJPA
OPENJPA-416,1,OPENJPA
OPENJPA-419,1,OPENJPA
OPENJPA-2118,4,OPENJPA
OPENJPA-1686,13,OPENJPA
OPENJPA-2110,8,OPENJPA
OPENJPA-2508,0,OPENJPA
OPENJPA-1704,3,OPENJPA
OPENJPA-2502,2,OPENJPA
OPENJPA-2507,3,OPENJPA
OPENJPA-2506,6,OPENJPA
OPENJPA-2505,5,OPENJPA
OPENJPA-2374,1,OPENJPA
OPENJPA-2377,13,OPENJPA
OPENJPA-2072,10,OPENJPA
OPENJPA-2437,13,OPENJPA
OPENJPA-2435,4,OPENJPA
OPENJPA-207,5,OPENJPA
OPENJPA-353,0,OPENJPA
OPENJPA-602,0,OPENJPA
OPENJPA-357,2,OPENJPA
OPENJPA-356,1,OPENJPA
OPENJPA-355,0,OPENJPA
OPENJPA-359,2,OPENJPA
OPENJPA-1911,5,OPENJPA
OPENJPA-1912,1,OPENJPA
OPENJPA-1295,3,OPENJPA
OPENJPA-1856,1,OPENJPA
OPENJPA-815,1,OPENJPA
OPENJPA-2482,4,OPENJPA
OPENJPA-1253,1,OPENJPA
OPENJPA-200,2,OPENJPA
OPENJPA-1691,5,OPENJPA
OPENJPA-321,0,OPENJPA
OPENJPA-86,0,OPENJPA
OPENJPA-458,1,OPENJPA
OPENJPA-1536,1,OPENJPA
OPENJPA-1535,7,OPENJPA
OPENJPA-455,1,OPENJPA
OPENJPA-516,1,OPENJPA
OPENJPA-698,5,OPENJPA
OPENJPA-699,4,OPENJPA
OPENJPA-696,20,OPENJPA
OPENJPA-692,5,OPENJPA
OPENJPA-693,5,OPENJPA
OPENJPA-2158,0,OPENJPA
OPENJPA-70,0,OPENJPA
OPENJPA-75,5,OPENJPA
OPENJPA-2650,3,OPENJPA
OPENJPA-1401,0,OPENJPA
OPENJPA-1400,0,OPENJPA
OPENJPA-1409,8,OPENJPA
OPENJPA-1743,3,OPENJPA
OPENJPA-1746,3,OPENJPA
OPENJPA-1626,9,OPENJPA
OPENJPA-2036,0,OPENJPA
OPENJPA-581,0,OPENJPA
OPENJPA-586,2,OPENJPA
OPENJPA-589,2,OPENJPA
OPENJPA-2478,0,OPENJPA
OPENJPA-2472,0,OPENJPA
OPENJPA-2470,6,OPENJPA
OPENJPA-2476,5,OPENJPA
OPENJPA-2475,4,OPENJPA
OPENJPA-2244,3,OPENJPA
OPENJPA-2247,2,OPENJPA
OPENJPA-2321,11,OPENJPA
OPENJPA-2320,11,OPENJPA
OPENJPA-2328,1,OPENJPA
OPENJPA-1954,6,OPENJPA
OPENJPA-1959,6,OPENJPA
OPENJPA-1811,1,OPENJPA
OPENJPA-2684,3,OPENJPA
OPENJPA-916,1,OPENJPA
OPENJPA-607,3,OPENJPA
OPENJPA-1928,8,OPENJPA
OPENJPA-1218,1,OPENJPA
OPENJPA-705,5,OPENJPA
OPENJPA-2391,21,OPENJPA
OPENJPA-552,0,OPENJPA
OPENJPA-554,0,OPENJPA
OPENJPA-557,2,OPENJPA
OPENJPA-385,0,OPENJPA
OPENJPA-386,7,OPENJPA
OPENJPA-387,0,OPENJPA
OPENJPA-382,1,OPENJPA
OPENJPA-388,0,OPENJPA
OPENJPA-2199,4,OPENJPA
OPENJPA-867,11,OPENJPA
OPENJPA-2617,0,OPENJPA
OPENJPA-1442,0,OPENJPA
OPENJPA-1360,1,OPENJPA
OPENJPA-1367,4,OPENJPA
OPENJPA-251,2,OPENJPA
OPENJPA-314,0,OPENJPA
OPENJPA-313,0,OPENJPA
OPENJPA-258,2,OPENJPA
OPENJPA-1662,7,OPENJPA
OPENJPA-1542,1,OPENJPA
OPENJPA-1668,7,OPENJPA
OPENJPA-420,1,OPENJPA
OPENJPA-423,1,OPENJPA
OPENJPA-981,1,OPENJPA
OPENJPA-2107,1,OPENJPA
OPENJPA-1142,0,OPENJPA
OPENJPA-2102,1,OPENJPA
OPENJPA-1067,1,OPENJPA
OPENJPA-1061,1,OPENJPA
OPENJPA-44,5,OPENJPA
OPENJPA-2533,0,OPENJPA
OPENJPA-2539,7,OPENJPA
OPENJPA-2369,0,OPENJPA
OPENJPA-2044,1,OPENJPA
OPENJPA-1787,0,OPENJPA
OPENJPA-311,0,OPENJPA
OPENJPA-1788,1,OPENJPA
OPENJPA-2400,21,OPENJPA
OPENJPA-2405,16,OPENJPA
OPENJPA-340,4,OPENJPA
OPENJPA-617,4,OPENJPA
OPENJPA-612,4,OPENJPA
OPENJPA-347,0,OPENJPA
OPENJPA-349,3,OPENJPA
OPENJPA-2298,0,OPENJPA
OPENJPA-828,4,OPENJPA
OPENJPA-947,3,OPENJPA
OPENJPA-944,7,OPENJPA
OPENJPA-1248,4,OPENJPA
OPENJPA-1328,1,OPENJPA
OPENJPA-508,1,OPENJPA
OPENJPA-462,2,OPENJPA
OPENJPA-466,6,OPENJPA
OPENJPA-662,4,OPENJPA
OPENJPA-660,4,OPENJPA
OPENJPA-665,5,OPENJPA
OPENJPA-664,5,OPENJPA
OPENJPA-1464,1,OPENJPA
OPENJPA-459,7,OPENJPA
OPENJPA-2146,4,OPENJPA
OPENJPA-1185,0,OPENJPA
OPENJPA-1020,0,OPENJPA
OPENJPA-2149,2,OPENJPA
OPENJPA-1432,0,OPENJPA
OPENJPA-1431,0,OPENJPA
OPENJPA-1435,0,OPENJPA
OPENJPA-1756,13,OPENJPA
OPENJPA-1613,1,OPENJPA
OPENJPA-761,1,OPENJPA
OPENJPA-2007,2,OPENJPA
OPENJPA-2000,0,OPENJPA
OPENJPA-165,0,OPENJPA
OPENJPA-1503,8,OPENJPA
OPENJPA-1054,7,OPENJPA
OPENJPA-1504,0,OPENJPA
OPENJPA-1501,3,OPENJPA
OPENJPA-1051,7,OPENJPA
OPENJPA-1500,5,OPENJPA
OPENJPA-1053,3,OPENJPA
PROTON-954,12,PROTON
PROTON-1290,5,PROTON
PROTON-394,0,PROTON
PROTON-97,0,PROTON
PROTON-393,0,PROTON
PROTON-354,0,PROTON
PROTON-501,2,PROTON
PROTON-293,0,PROTON
PROTON-495,3,PROTON
PROTON-336,0,PROTON
PROTON-1107,4,PROTON
PROTON-474,1,PROTON
PROTON-331,0,PROTON
PROTON-276,0,PROTON
PROTON-359,0,PROTON
PROTON-278,1,PROTON
PROTON-1249,2,PROTON
PROTON-543,1,PROTON
PROTON-1171,0,PROTON
PROTON-350,0,PROTON
PROTON-271,0,PROTON
PROTON-1243,1,PROTON
PROTON-318,0,PROTON
PROTON-834,1,PROTON
PROTON-966,0,PROTON
PROTON-861,0,PROTON
PROTON-965,0,PROTON
PROTON-962,0,PROTON
PROTON-685,0,PROTON
PROTON-843,4,PROTON
PROTON-842,0,PROTON
PROTON-844,10,PROTON
PROTON-1133,1,PROTON
PROTON-1114,0,PROTON
PROTON-517,2,PROTON
PROTON-1100,0,PROTON
PROTON-200,1,PROTON
PROTON-838,5,PROTON
PROTON-713,16,PROTON
PROTON-1275,2,PROTON
PROTON-440,0,PROTON
PROTON-958,0,PROTON
PROTON-403,0,PROTON
PROTON-428,1,PROTON
PROTON-833,1,PROTON
PROTON-971,1,PROTON
PROTON-811,1,PROTON
PROTON-694,3,PROTON
PROTON-955,0,PROTON
PROTON-877,11,PROTON
PROTON-340,0,PROTON
PROTON-937,5,PROTON
PROTON-936,11,PROTON
SSHD-57,1,SSHD
SSHD-56,2,SSHD
SSHD-238,7,SSHD
SSHD-54,0,SSHD
SSHD-53,1,SSHD
SSHD-333,2,SSHD
SSHD-330,2,SSHD
SSHD-138,2,SSHD
SSHD-335,6,SSHD
SSHD-133,4,SSHD
SSHD-132,0,SSHD
SSHD-504,0,SSHD
SSHD-743,2,SSHD
SSHD-634,0,SSHD
SSHD-633,0,SSHD
SSHD-749,1,SSHD
SSHD-28,0,SSHD
SSHD-587,15,SSHD
SSHD-224,7,SSHD
SSHD-329,8,SSHD
SSHD-221,7,SSHD
SSHD-44,0,SSHD
SSHD-307,1,SSHD
SSHD-304,0,SSHD
SSHD-301,1,SSHD
SSHD-753,6,SSHD
SSHD-752,1,SSHD
SSHD-755,2,SSHD
SSHD-101,0,SSHD
SSHD-621,15,SSHD
SSHD-622,15,SSHD
SSHD-625,0,SSHD
SSHD-624,14,SSHD
SSHD-388,5,SSHD
SSHD-629,0,SSHD
SSHD-145,0,SSHD
SSHD-591,15,SSHD
SSHD-595,0,SSHD
SSHD-79,1,SSHD
SSHD-73,2,SSHD
SSHD-74,2,SSHD
SSHD-317,3,SSHD
SSHD-316,0,SSHD
SSHD-250,8,SSHD
SSHD-728,0,SSHD
SSHD-256,1,SSHD
SSHD-725,3,SSHD
SSHD-721,3,SSHD
SSHD-526,0,SSHD
SSHD-651,1,SSHD
SSHD-157,3,SSHD
SSHD-528,14,SSHD
SSHD-123,2,SSHD
SSHD-538,11,SSHD
SSHD-738,3,SSHD
SSHD-737,7,SSHD
SSHD-734,3,SSHD
SSHD-732,0,SSHD
SSHD-731,0,SSHD
SSHD-730,6,SSHD
SSHD-646,0,SSHD
SSHD-433,0,SSHD
SSHD-642,0,SSHD
SSHD-168,2,SSHD
SSHD-438,11,SSHD
SSHD-840,9,SSHD
SSHD-843,2,SSHD
SSHD-129,2,SSHD
SSHD-291,0,SSHD
SSHD-270,0,SSHD
SSHD-705,3,SSHD
SSHD-544,0,SSHD
SSHD-278,0,SSHD
SSHD-94,0,SSHD
SSHD-179,0,SSHD
SSHD-786,4,SSHD
SSHD-64,1,SSHD
SSHD-93,0,SSHD
SSHD-69,9,SSHD
SSHD-269,0,SSHD
SSHD-340,11,SSHD
SSHD-188,7,SSHD
SSHD-347,4,SSHD
SSHD-186,1,SSHD
SSHD-264,5,SSHD
SSHD-716,0,SSHD
SSHD-558,15,SSHD
SSHD-667,3,SSHD
SSHD-554,1,SSHD
SSHD-85,19,SSHD
SSHD-663,1,SSHD
SSHD-174,3,SSHD
SSHD-827,2,SSHD
SSHD-792,1,SSHD
SSHD-839,10,SSHD
SSHD-355,0,SSHD
SSHD-357,12,SSHD
SSHD-177,3,SSHD
SSHD-197,0,SSHD
SSHD-190,7,SSHD
SSHD-760,2,SSHD
SSHD-813,1,SSHD
SSHD-296,0,SSHD
SSHD-112,2,SSHD
SSHD-292,0,SSHD
SSHD-611,9,SSHD
SSHD-612,0,SSHD
SSHD-348,3,SSHD
SSHD-294,0,SSHD
SSHD-209,7,SSHD
SSHD-116,1,SSHD
SSHD-576,0,SSHD
SSHD-572,7,SSHD
SSHD-120,0,SSHD
SSHD-126,5,SSHD
SSHD-765,0,SSHD
SSHD-609,15,SSHD
SSHD-801,23,SSHD
SSHD-776,0,SSHD
SSHD-774,3,SSHD
SSHD-39,0,SSHD
SSHD-38,0,SSHD
SSHD-34,0,SSHD
SSHD-33,0,SSHD
STORM-1587,1,STORM
STORM-1934,1,STORM
STORM-2432,1,STORM
STORM-2771,28,STORM
STORM-1773,1,STORM
STORM-1771,8,STORM
STORM-1676,2,STORM
STORM-1674,8,STORM
STORM-3129,2,STORM
STORM-837,10,STORM
STORM-2435,9,STORM
STORM-527,11,STORM
STORM-2028,27,STORM
STORM-297,6,STORM
STORM-3120,34,STORM
STORM-3124,16,STORM
STORM-2023,2,STORM
STORM-933,1,STORM
STORM-3127,5,STORM
STORM-3043,0,STORM
STORM-3042,18,STORM
STORM-2976,7,STORM
STORM-2979,0,STORM
STORM-2742,2,STORM
STORM-203,23,STORM
STORM-2505,25,STORM
STORM-3194,5,STORM
STORM-635,11,STORM
STORM-630,11,STORM
STORM-1853,1,STORM
STORM-742,3,STORM
STORM-2231,6,STORM
STORM-1859,20,STORM
STORM-2234,5,STORM
STORM-2724,0,STORM
STORM-3213,10,STORM
STORM-2064,4,STORM
STORM-2489,3,STORM
STORM-2334,24,STORM
STORM-2722,0,STORM
STORM-596,12,STORM
STORM-285,5,STORM
STORM-2748,4,STORM
STORM-449,1,STORM
STORM-113,6,STORM
STORM-2240,0,STORM
STORM-2655,20,STORM
STORM-852,1,STORM
STORM-1405,5,STORM
STORM-2320,21,STORM
STORM-2323,23,STORM
STORM-2853,2,STORM
STORM-2856,4,STORM
STORM-2993,31,STORM
STORM-2859,10,STORM
STORM-2994,0,STORM
STORM-3251,8,STORM
STORM-3254,10,STORM
STORM-2412,0,STORM
STORM-417,8,STORM
STORM-1217,1,STORM
STORM-1578,1,STORM
STORM-3126,10,STORM
STORM-1535,4,STORM
STORM-3224,12,STORM
STORM-3223,11,STORM
STORM-3221,34,STORM
STORM-3220,34,STORM
STORM-994,3,STORM
STORM-1538,17,STORM
STORM-395,8,STORM
STORM-643,6,STORM
STORM-649,5,STORM
STORM-648,11,STORM
STORM-1170,0,STORM
STORM-244,6,STORM
STORM-248,11,STORM
STORM-366,8,STORM
STORM-1073,15,STORM
STORM-3091,25,STORM
STORM-3092,34,STORM
STORM-3079,16,STORM
STORM-3098,34,STORM
STORM-1620,17,STORM
STORM-1625,17,STORM
STORM-2074,2,STORM
STORM-2275,16,STORM
STORM-809,6,STORM
STORM-808,6,STORM
STORM-2271,5,STORM
STORM-415,8,STORM
STORM-965,10,STORM
STORM-800,12,STORM
STORM-3072,8,STORM
STORM-3170,16,STORM
STORM-2885,7,STORM
STORM-3073,16,STORM
STORM-2079,10,STORM
STORM-1219,17,STORM
STORM-3070,29,STORM
STORM-3075,27,STORM
STORM-87,8,STORM
STORM-2479,25,STORM
STORM-2478,7,STORM
STORM-2475,6,STORM
STORM-2476,25,STORM
STORM-563,12,STORM
STORM-2193,5,STORM
STORM-1920,20,STORM
STORM-2196,5,STORM
STORM-3236,10,STORM
STORM-2194,2,STORM
STORM-737,4,STORM
STORM-2022,3,STORM
STORM-1928,11,STORM
STORM-1521,3,STORM
STORM-1481,17,STORM
STORM-2758,2,STORM
STORM-2020,3,STORM
STORM-2208,1,STORM
STORM-2757,10,STORM
STORM-2750,28,STORM
STORM-2751,10,STORM
STORM-1363,3,STORM
STORM-2815,10,STORM
STORM-2814,2,STORM
STORM-2811,2,STORM
STORM-1954,20,STORM
STORM-1486,17,STORM
STORM-3018,31,STORM
STORM-1087,15,STORM
STORM-2109,23,STORM
STORM-2101,14,STORM
STORM-2100,23,STORM
STORM-2293,1,STORM
STORM-2546,2,STORM
STORM-2295,2,STORM
STORM-2868,2,STORM
STORM-2863,7,STORM
STORM-566,0,STORM
STORM-1030,17,STORM
STORM-477,6,STORM
STORM-565,2,STORM
STORM-328,3,STORM
STORM-3218,34,STORM
STORM-3215,27,STORM
STORM-2407,24,STORM
STORM-513,10,STORM
STORM-512,0,STORM
STORM-511,9,STORM
STORM-695,5,STORM
STORM-3135,27,STORM
STORM-2409,6,STORM
STORM-693,11,STORM
STORM-2965,31,STORM
STORM-3035,8,STORM
STORM-3084,34,STORM
STORM-2969,0,STORM
STORM-2197,23,STORM
STORM-196,5,STORM
STORM-194,5,STORM
STORM-2532,13,STORM
STORM-2535,13,STORM
STORM-357,7,STORM
STORM-1713,7,STORM
STORM-608,6,STORM
STORM-2198,5,STORM
STORM-1842,1,STORM
STORM-1844,7,STORM
STORM-2245,5,STORM
STORM-2716,4,STORM
STORM-2321,4,STORM
STORM-636,2,STORM
STORM-3148,34,STORM
STORM-583,0,STORM
STORM-2325,21,STORM
STORM-585,11,STORM
STORM-586,11,STORM
STORM-3143,8,STORM
STORM-3141,16,STORM
STORM-2087,1,STORM
STORM-2910,2,STORM
STORM-2911,3,STORM
STORM-1884,2,STORM
STORM-2918,0,STORM
STORM-2503,13,STORM
STORM-456,11,STORM
STORM-747,12,STORM
STORM-1882,1,STORM
STORM-2144,4,STORM
STORM-2142,21,STORM
STORM-2666,9,STORM
STORM-2660,1,STORM
STORM-1432,5,STORM
STORM-2988,0,STORM
STORM-2827,2,STORM
STORM-2820,1,STORM
STORM-2983,31,STORM
STORM-2987,13,STORM
STORM-2986,19,STORM
STORM-3240,10,STORM
STORM-3245,8,STORM
STORM-3244,8,STORM
STORM-3247,18,STORM
STORM-3249,22,STORM
STORM-1504,0,STORM
STORM-2330,5,STORM
STORM-1069,15,STORM
STORM-406,3,STORM
STORM-3087,2,STORM
STORM-2268,5,STORM
STORM-1756,8,STORM
STORM-3082,2,STORM
STORM-427,8,STORM
STORM-873,2,STORM
STORM-422,9,STORM
STORM-2045,0,STORM
STORM-2894,0,STORM
STORM-3102,3,STORM
STORM-2892,0,STORM
STORM-951,6,STORM
STORM-3063,14,STORM
STORM-3065,14,STORM
STORM-2950,7,STORM
STORM-2443,3,STORM
STORM-2445,4,STORM
STORM-555,10,STORM
STORM-2563,18,STORM
STORM-2562,25,STORM
STORM-558,10,STORM
STORM-3169,16,STORM
STORM-2422,24,STORM
STORM-2184,5,STORM
STORM-2189,5,STORM
STORM-2627,7,STORM
STORM-2210,1,STORM
STORM-1370,17,STORM
STORM-3167,16,STORM
STORM-2425,12,STORM
STORM-3161,8,STORM
STORM-538,9,STORM
STORM-2691,3,STORM
STORM-2690,3,STORM
STORM-1987,4,STORM
STORM-2131,23,STORM
STORM-3206,11,STORM
STORM-3110,34,STORM
STORM-2552,7,STORM
STORM-1027,1,STORM
STORM-1499,17,STORM
STORM-1492,9,STORM
STORM-3207,4,STORM
STORM-1558,17,STORM
STORM-3201,16,STORM
STORM-3200,16,STORM
STORM-3203,5,STORM
STORM-2557,8,STORM
STORM-2555,19,STORM
STORM-2558,12,STORM
STORM-2559,7,STORM
STORM-3021,25,STORM
STORM-3020,31,STORM
STORM-3023,13,STORM
STORM-3028,2,STORM
STORM-1111,0,STORM
